,angle,eps,t_1,t_2,t_3,t_4
0,0.006366197723675814,0.004,0.0,0.0,0.0,0.0
1,0.006366197723675814,0.006,0.0,0.0,0.0,0.0
2,0.006366197723675814,0.008,0.0,0.0,0.0,0.0
3,0.006366197723675814,0.01,0.0,0.0,0.0,0.0
4,0.01631043455128088,0.004,0.0,0.0,0.0,0.0
5,0.01631043455128088,0.006,0.0,0.0,0.0,0.0
6,0.01631043455128088,0.008,0.0,0.0,0.0,0.0
7,0.01631043455128088,0.01,0.0,0.0,0.0,0.0
8,0.02625467137888595,0.004,0.0,0.0,0.0,0.0
9,0.02625467137888595,0.006,0.0,0.0,0.0,0.0
10,0.02625467137888595,0.008,0.0,0.0,0.0,0.0
11,0.02625467137888595,0.01,0.0,0.0,0.0,0.0
12,0.03619890820649102,0.004,0.0,0.0,0.0,0.0
13,0.03619890820649102,0.006,0.0,0.0,0.0,0.0
14,0.03619890820649102,0.008,0.0,0.0,0.0,0.0
15,0.03619890820649102,0.01,0.0,0.0,0.0,0.0
16,0.04614314503409609,0.004,0.0,0.0,0.0,0.0
17,0.04614314503409609,0.006,0.0,0.0,0.0,0.0
18,0.04614314503409609,0.008,0.0,0.0,0.0,0.0
19,0.04614314503409609,0.01,0.0,0.0,0.0,0.0
20,0.05608738186170115,0.004,0.0,0.0,0.0,0.0
21,0.05608738186170115,0.006,0.0,0.0,0.0,0.0
22,0.05608738186170115,0.008,0.0,0.0,0.0,0.0
23,0.05608738186170115,0.01,0.0,0.0,0.0,0.0
24,0.06603161868930622,0.004,0.0,0.0,0.0,0.0
25,0.06603161868930622,0.006,0.0,0.0,0.0,0.0
26,0.06603161868930622,0.008,0.0,0.0,0.0,0.0
27,0.06603161868930622,0.01,0.0,0.0,0.0,0.0
28,0.07597585551691129,0.004,0.0,0.0,0.0,0.0
29,0.07597585551691129,0.006,0.0,0.0,0.0,0.0
30,0.07597585551691129,0.008,0.0,0.0,0.0,0.0
31,0.07597585551691129,0.01,0.0,0.0,0.0,0.0
32,0.08592009234451636,0.004,0.0,0.0,0.0,0.0
33,0.08592009234451636,0.006,0.0,0.0,0.0,0.0
34,0.08592009234451636,0.008,0.0,0.0,0.0,0.0
35,0.08592009234451636,0.01,0.0,0.0,0.0,0.0
36,0.09586432917212144,0.004,0.0,0.0,0.0,0.0
37,0.09586432917212144,0.006,0.0,0.0,0.0,0.0
38,0.09586432917212144,0.008,0.0,0.0,0.0,0.0
39,0.09586432917212144,0.01,0.0,0.0,0.0,0.0
40,0.1058085659997265,0.004,0.0,0.0,0.0,0.0
41,0.1058085659997265,0.006,0.0,0.0,0.0,0.0
42,0.1058085659997265,0.008,0.0,0.0,0.0,0.0
43,0.1058085659997265,0.01,0.0,0.0,0.0,0.0
44,0.11575280282733158,0.004,0.0,0.0,0.0,0.0
45,0.11575280282733158,0.006,0.0,0.0,0.0,0.0
46,0.11575280282733158,0.008,0.0,0.0,0.0,0.0
47,0.11575280282733158,0.01,0.0,0.0,0.0,0.0
48,0.12569703965493664,0.004,0.0,0.0,0.0,0.0
49,0.12569703965493664,0.006,0.0,0.0,0.0,0.0
50,0.12569703965493664,0.008,0.0,0.0,0.0,0.0
51,0.12569703965493664,0.01,0.0,0.0,0.0,0.0
52,0.1356412764825417,0.004,0.0,0.0,0.0,0.0
53,0.1356412764825417,0.006,0.0,0.0,0.0,0.0
54,0.1356412764825417,0.008,0.0,0.0,0.0,0.0
55,0.1356412764825417,0.01,0.0,0.0,0.0,0.0
56,0.14558551331014677,0.004,0.0,0.0,0.0,0.0
57,0.14558551331014677,0.006,0.0,0.0,0.0,0.0
58,0.14558551331014677,0.008,0.0,0.0,0.0,0.0
59,0.14558551331014677,0.01,0.0,0.0,0.0,0.0
60,0.15552975013775186,0.004,0.0,0.0,0.0,0.0
61,0.15552975013775186,0.006,0.0,0.0,0.0,0.0
62,0.15552975013775186,0.008,0.0,0.0,0.0,0.0
63,0.15552975013775186,0.01,0.0,0.0,0.0,0.0
64,0.1654739869653569,0.004,0.0,0.0,0.0,0.0
65,0.1654739869653569,0.006,0.0,0.0,0.0,0.0
66,0.1654739869653569,0.008,0.0,0.0,0.0,0.0
67,0.1654739869653569,0.01,0.0,0.0,0.0,0.0
68,0.17541822379296199,0.004,0.0,0.0,0.0,0.0
69,0.17541822379296199,0.006,0.0,0.0,0.0,0.0
70,0.17541822379296199,0.008,0.0,0.0,0.0,0.0
71,0.17541822379296199,0.01,0.0,0.0,0.0,0.0
72,0.18536246062056705,0.004,0.0,0.0,0.0,0.0
73,0.18536246062056705,0.006,0.0,0.0,0.0,0.0
74,0.18536246062056705,0.008,0.0,0.0,0.0,0.0
75,0.18536246062056705,0.01,0.0,0.0,0.0,0.0
76,0.1953066974481721,0.004,0.0,0.0,0.0,0.0
77,0.1953066974481721,0.006,0.0,0.0,0.0,0.0
78,0.1953066974481721,0.008,0.0,0.0,0.0,0.0
79,0.1953066974481721,0.01,0.0,0.0,0.0,0.0
80,0.20525093427577717,0.004,0.0,0.0,0.0,0.0
81,0.20525093427577717,0.006,0.0,0.0,0.0,0.0
82,0.20525093427577717,0.008,0.0,0.0,0.0,0.0
83,0.20525093427577717,0.01,0.0,0.0,0.0,0.0
84,0.21519517110338227,0.004,0.0,0.0,0.0,0.0
85,0.21519517110338227,0.006,0.0,0.0,0.0,0.0
86,0.21519517110338227,0.008,0.0,0.0,0.0,0.0
87,0.21519517110338227,0.01,0.0,0.0,0.0,0.0
88,0.22513940793098733,0.004,0.0,0.0,0.0,0.0
89,0.22513940793098733,0.006,0.0,0.0,0.0,0.0
90,0.22513940793098733,0.008,0.0,0.0,0.0,0.0
91,0.22513940793098733,0.01,0.0,0.0,0.0,0.0
92,0.2350836447585924,0.004,0.0,0.0,0.0,0.0
93,0.2350836447585924,0.006,0.0,0.0,0.0,0.0
94,0.2350836447585924,0.008,0.0,0.0,0.0,0.0
95,0.2350836447585924,0.01,0.0,0.0,0.0,0.0
96,0.24502788158619745,0.004,0.0,0.0,0.0,0.0
97,0.24502788158619745,0.006,0.0,0.0,0.0,0.0
98,0.24502788158619745,0.008,0.0,0.0,0.0,0.0
99,0.24502788158619745,0.01,0.0,0.0,0.0,0.0
100,0.2549721184138025,0.004,0.0,0.0,0.0,0.0
101,0.2549721184138025,0.006,0.0,0.0,0.0,0.0
102,0.2549721184138025,0.008,0.0,0.0,0.0,0.0
103,0.2549721184138025,0.01,0.0,0.0,0.0,0.0
104,0.2649163552414076,0.004,0.0,0.0,0.0,0.0
105,0.2649163552414076,0.006,0.0,0.0,0.0,0.0
106,0.2649163552414076,0.008,0.0,0.0,0.0,0.0
107,0.2649163552414076,0.01,0.0,0.0,0.0,0.0
108,0.27486059206901264,0.004,0.0,0.0,0.0,0.0
109,0.27486059206901264,0.006,0.0,0.0,0.0,0.0
110,0.27486059206901264,0.008,0.0,0.0,0.0,0.0
111,0.27486059206901264,0.01,0.0,0.0,0.0,0.0
112,0.28480482889661773,0.004,0.0,0.0,0.0,0.0
113,0.28480482889661773,0.006,0.0,0.0,0.0,0.0
114,0.28480482889661773,0.008,0.0,0.0,0.0,0.0
115,0.28480482889661773,0.01,0.0,0.0,0.0,0.0
116,0.29474906572422277,0.004,0.0,0.0,0.0,0.0
117,0.29474906572422277,0.006,0.0,0.0,0.0,0.0
118,0.29474906572422277,0.008,0.0,0.0,0.0,0.0
