,angle,eps,t_1,t_2,t_3,t_4
119,0.29474906572422277,0.01,0.0,0.0,0.0,0.0
120,0.30469330255182786,0.004,0.0,0.0,0.0,0.0
121,0.30469330255182786,0.006,0.0,0.0,0.0,0.0
122,0.30469330255182786,0.008,0.0,0.0,0.0,0.0
123,0.30469330255182786,0.01,0.0,0.0,0.0,0.0
124,0.31463753937943295,0.004,0.0,0.0,0.0,0.0
125,0.31463753937943295,0.006,0.0,0.0,0.0,0.0
126,0.31463753937943295,0.008,0.0,0.0,0.0,0.0
127,0.31463753937943295,0.01,0.0,0.0,0.0,0.0
128,0.324581776207038,0.004,0.0,0.0,0.0,0.0
129,0.324581776207038,0.006,0.0,0.0,0.0,0.0
130,0.324581776207038,0.008,0.0,0.0,0.0,0.0
131,0.324581776207038,0.01,0.0,0.0,0.0,0.0
132,0.3345260130346431,0.004,0.0,0.0,0.0,0.0
133,0.3345260130346431,0.006,0.0,0.0,0.0,0.0
134,0.3345260130346431,0.008,0.0,0.0,0.0,0.0
135,0.3345260130346431,0.01,0.0,0.0,0.0,0.0
136,0.34447024986224817,0.004,0.0,0.0,0.0,0.0
137,0.34447024986224817,0.006,0.0,0.0,0.0,0.0
138,0.34447024986224817,0.008,0.0,0.0,0.0,0.0
139,0.34447024986224817,0.01,0.0,0.0,0.0,0.0
140,0.3544144866898532,0.004,0.0,0.0,0.0,0.0
141,0.3544144866898532,0.006,0.0,0.0,0.0,0.0
142,0.3544144866898532,0.008,0.0,0.0,0.0,0.0
143,0.3544144866898532,0.01,0.0,0.0,0.0,0.0
144,0.3643587235174583,0.004,0.0,0.0,0.0,0.0
145,0.3643587235174583,0.006,0.0,0.0,0.0,0.0
146,0.3643587235174583,0.008,0.0,0.0,0.0,0.0
147,0.3643587235174583,0.01,0.0,0.0,0.0,0.0
148,0.3743029603450634,0.004,893608.4307438822,0.0,0.0,0.0
149,0.3743029603450634,0.006,573257.2917721845,0.0,0.0,0.0
150,0.3743029603450634,0.008,417979.72402075917,0.0,0.0,0.0
151,0.3743029603450634,0.01,326960.2483471808,0.0,0.0,0.0
152,0.3842471971726684,0.004,790985.7316538744,0.0,0.0,0.0
153,0.3842471971726684,0.006,505806.3344599888,0.0,0.0,0.0
154,0.3842471971726684,0.008,367904.57604417304,0.0,0.0,0.0
155,0.3842471971726684,0.01,287218.5043785659,0.0,0.0,0.0
156,0.3941914340002735,0.004,741317.4917092292,0.0,0.0,0.0
157,0.3941914340002735,0.006,473535.06600850844,0.0,0.0,0.0
158,0.3941914340002735,0.008,344148.591222283,0.0,0.0,0.0
159,0.3941914340002735,0.01,268491.38211706164,0.0,0.0,0.0
160,0.40413567082787855,0.004,703948.9558139311,0.0,0.0,0.0
161,0.40413567082787855,0.006,449368.57169711223,0.0,0.0,0.0
162,0.40413567082787855,0.008,326420.61912849155,0.0,0.0,0.0
163,0.40413567082787855,0.01,254555.29124393343,0.0,0.0,0.0
164,0.41407990765548364,0.004,673074.174061125,0.0,0.0,0.0
165,0.41407990765548364,0.006,429455.02335639315,0.0,0.0,0.0
166,0.41407990765548364,0.008,311841.79545980634,0.0,0.0,0.0
167,0.41407990765548364,0.01,243113.34983339589,0.0,0.0,0.0
168,0.4240241444830887,0.004,646480.3354347119,0.0,0.0,0.0
169,0.4240241444830887,0.006,412332.522494104,0.0,0.0,0.0
170,0.4240241444830887,0.008,299322.7784325218,0.0,0.0,0.0
171,0.4240241444830887,0.01,233298.47909230058,0.0,0.0,0.0
172,0.43396838131069376,0.004,623022.6340757019,0.0,0.0,0.0
173,0.43396838131069376,0.006,397247.72380672756,0.0,0.0,0.0
174,0.43396838131069376,0.008,288303.8051613306,0.0,0.0,0.0
175,0.43396838131069376,0.01,224666.1240606773,0.0,0.0,0.0
176,0.44391261813829885,0.004,602006.6397925761,0.0,0.0,0.0
177,0.44391261813829885,0.006,383745.23676651635,0.0,0.0,0.0
178,0.44391261813829885,0.008,278447.3572403325,0.0,0.0,0.0
179,0.44391261813829885,0.01,216948.76732332015,0.0,0.0,0.0
180,0.4538568549659039,0.004,582968.0099135559,0.0,0.0,0.0
181,0.4538568549659039,0.006,371521.46347649605,0.0,0.0,0.0
182,0.4538568549659039,0.008,269528.90982918785,0.0,0.0,0.0
183,0.4538568549659039,0.01,209968.7583053536,0.0,0.0,0.0
184,0.463801091793509,0.004,565575.2685034397,0.0,0.0,0.0
185,0.463801091793509,0.006,360360.2281577137,0.0,0.0,0.0
186,0.463801091793509,0.008,261388.88968603784,0.0,0.0,0.0
187,0.463801091793509,0.01,203600.02609202123,0.0,0.0,0.0
188,0.47374532862111407,0.004,549580.471522873,0.0,0.0,0.0
189,0.47374532862111407,0.006,350100.18198550545,0.0,0.0,0.0
190,0.47374532862111407,0.008,253908.385630448,0.0,0.0,0.0
191,0.47374532862111407,0.01,197748.74512004433,0.0,0.0,0.0
192,0.4836895654487191,0.004,534791.5657392669,0.0,0.0,0.0
193,0.4836895654487191,0.006,340616.5788760895,0.0,0.0,0.0
194,0.4836895654487191,0.008,246995.588501867,0.0,0.0,0.0
195,0.4836895654487191,0.01,192342.554234976,0.0,0.0,0.0
196,0.4936338022763242,0.004,521055.7131822527,0.0,0.0,0.0
197,0.4936338022763242,0.006,331810.3028884314,0.0,0.0,0.0
198,0.4936338022763242,0.008,240577.63856789318,0.0,0.0,0.0
199,0.4936338022763242,0.01,187324.08230966894,0.0,0.0,0.0
